issue,topic
46378,25
46379,60
46381,60
46383,60
46385,61
46392,20
46395,42
46399,42
46429,61
46430,62
46435,62
46440,62
46446,44
46450,43
46453,42
46462,44
46466,39
46468,62
46469,60
46473,42
46487,62
46491,62
46499,60
46501,62
46504,18
46513,47
46520,13
46521,9
46523,13
46524,38
46525,32
46527,57
46529,50
46530,50
46538,60
46541,44
46542,56
46544,50
46545,50
46554,60
46561,50
46562,30
46573,0
46576,4
46577,50
46581,50
46582,56
46588,50
46589,43
46591,30
46593,50
46595,42
46599,50
46601,50
46603,42
46613,42
46620,42
46627,50
46629,43
46638,60
46643,43
46669,50
46687,50
46691,50
46711,11
46715,42
46718,50
46724,42
46737,42
46739,43
46744,11
46746,50
46748,50
46749,50
46753,50
46754,42
46759,50
46762,11
46763,50
46771,25
46773,50
46776,50
46778,42
46783,50
46785,50
46786,50
46789,50
46791,50
46792,60
46795,48
46796,50
46797,43
46808,50
46809,42
46810,43
46813,18
46820,42
46828,18
46829,48
46832,50
46834,43
46835,18
46836,50
46838,50
46840,48
46841,50
46842,34
46846,5
46848,11
46854,39
46861,43
46872,43
46875,43
46878,43
46884,43
46887,61
46894,43
46898,56
46908,43
46912,39
46914,3
46916,60
46917,11
46920,60
46922,8
46923,3
46927,42
46928,43
46930,11
46931,60
46932,3
46933,3
46936,48
46940,60
46943,60
46945,48
46948,48
46949,60
46950,61
46951,48
46955,46
46956,60
46957,60
46959,48
46961,11
46963,3
